	"output/RSEM/NGS128_S21.isoforms.results"	"output/RSEM/NGS130_S23.isoforms.results"
"CCDS56734.1|Mm108|chr10"	0.00	0.00
"CCDS39199.1|Mm108|chr5"	0.00	0.00
"CCDS57629.1|Mm108|chr8"	0.00	0.00
"CCDS57573.1|Mm108|chr7"	0.00	0.00
"CCDS57343.1|Mm108|chr5"	0.00	0.00
"CCDS57601.1|Mm108|chr8"	0.00	0.00
"CCDS56988.1|Mm108|chr15"	0.00	0.00
"CCDS79872.1|Mm108|chr2"	0.00	0.00
"CCDS40263.1|Mm108|chr8"	0.00	0.00
"CCDS57546.1|Mm108|chr7"	0.00	0.00
"CCDS40262.1|Mm108|chr8"	0.00	0.00
"CCDS52500.1|Mm108|chr8"	0.00	0.00
"CCDS57533.1|Mm108|chr7"	0.00	0.00
"CCDS89457.1|Mm108|chr2"	0.00	0.00
"CCDS56858.1|Mm108|chr12"	0.00	0.00
"CCDS56964.1|Mm108|chr14"	0.00	0.00
"CCDS84145.1|Mm108|chr14"	0.00	0.00
"CCDS57636.1|Mm108|chr8"	0.00	0.00
"CCDS56804.1|Mm108|chr11"	0.00	0.00
"CCDS52364.1|Mm108|chr7"	0.00	0.00
"CCDS89569.1|Mm108|chr2"	0.00	0.00
"CCDS56658.1|Mm108|chr1"	0.00	0.00
"CCDS56677.1|Mm108|chr10"	0.00	0.00
"CCDS87950.1|Mm108|chr10"	0.00	0.00
"CCDS51158.1|Mm108|chr4"	0.00	0.00
"CCDS84594.1|Mm108|chr2"	0.00	0.00
"CCDS84595.1|Mm108|chr2"	0.00	0.00
"CCDS56843.1|Mm108|chr12"	0.00	0.00
"CCDS89727.1|Mm108|chr4"	0.00	0.00
"CCDS51148.1|Mm108|chr4"	0.00	0.00
"CCDS57755.1|Mm108|chrX"	0.00	0.00
"CCDS57762.1|Mm108|chrX"	0.00	0.00
"CCDS57104.1|Mm108|chr17"	0.00	0.00
"CCDS56698.1|Mm108|chr10"	0.00	0.00
"CCDS57299.1|Mm108|chr4"	0.00	0.00
"CCDS49437.1|Mm108|chr14"	0.00	0.00
"CCDS56752.1|Mm108|chr10"	0.00	0.00
"CCDS26989.1|Mm108|chr14"	0.00	0.00
"CCDS57688.1|Mm108|chr9"	0.00	0.00
"CCDS51830.1|Mm108|chr6"	0.00	0.00
"CCDS52951.1|Mm108|chr9"	0.00	0.00
"CCDS57611.1|Mm108|chr8"	0.00	0.00
"CCDS79923.1|Mm108|chr3"	0.00	0.00
"CCDS39078.2|Mm108|chr5"	0.00	0.00
"CCDS57078.1|Mm108|chr17"	0.00	0.00
"CCDS39093.1|Mm108|chr5"	0.00	0.00
"CCDS78562.1|Mm108|chr1"	0.00	0.00
"CCDS89642.1|Mm108|chr3"	0.00	0.00
"CCDS19631.1|Mm108|chr5"	0.00	0.00
"CCDS39165.1|Mm108|chr5"	0.00	0.00
"CCDS19388.1|Mm108|chr5"	0.00	0.00
"CCDS19688.1|Mm108|chr5"	0.00	0.00
"CCDS19493.1|Mm108|chr5"	0.00	0.00
"CCDS19527.1|Mm108|chr5"	0.00	0.00
"CCDS19740.1|Mm108|chr5"	0.00	0.00
"CCDS19887.1|Mm108|chr5"	0.00	0.00
"CCDS19750.1|Mm108|chr5"	0.00	0.00
"CCDS19699.1|Mm108|chr5"	0.00	0.00
"CCDS39379.1|Mm108|chr5"	0.00	0.00
"CCDS19200.1|Mm108|chr5"	0.00	0.00
"CCDS19492.1|Mm108|chr5"	0.00	0.00
"CCDS19561.1|Mm108|chr5"	0.00	0.00
"CCDS39412.1|Mm108|chr5"	0.00	0.00
"CCDS85012.1|Mm108|chr5"	0.00	0.00
"CCDS26686.1|Mm108|chr13"	0.00	0.00
"CCDS88498.1|Mm108|chr13"	0.00	0.00
"CCDS19381.1|Mm108|chr5"	0.00	0.00
"CCDS19163.1|Mm108|chr5"	0.00	0.00
"CCDS80240.1|Mm108|chr5"	0.00	0.00
"CCDS19342.1|Mm108|chr5"	0.00	0.00
"CCDS57349.1|Mm108|chr5"	0.00	0.00
"CCDS57350.1|Mm108|chr5"	0.00	0.00
"CCDS19558.1|Mm108|chr5"	0.00	0.00
"CCDS39042.1|Mm108|chr5"	0.00	0.00
"CCDS51635.1|Mm108|chr5"	0.00	0.00
"CCDS19240.2|Mm108|chr5"	0.00	0.00
"CCDS51479.1|Mm108|chr5"	0.00	0.00
"CCDS51480.1|Mm108|chr5"	0.00	0.00
"CCDS49147.1|Mm108|chr12"	0.00	0.00
"CCDS56927.1|Mm108|chr14"	0.00	0.00
"CCDS57608.1|Mm108|chr8"	0.00	0.00
"CCDS89880.1|Mm108|chr5"	0.00	0.00
"CCDS79248.1|Mm108|chr13"	0.00	0.00
"CCDS80210.1|Mm108|chr5"	0.00	0.00
"CCDS90811.1|Mm108|chrY"	0.00	0.00
"CCDS90784.1|Mm108|chrY"	0.00	0.00
"CCDS78892.1|Mm108|chr10"	0.00	0.00
"CCDS56850.1|Mm108|chr12"	0.00	0.00
"CCDS84742.1|Mm108|chr4"	0.00	0.00
"CCDS57720.1|Mm108|chrX"	0.00	0.00
"CCDS90794.1|Mm108|chrY"	0.00	0.00
"CCDS89906.1|Mm108|chr5"	0.00	0.00
"CCDS90795.1|Mm108|chrY"	0.00	0.00
"CCDS57612.1|Mm108|chr8"	0.00	0.00
"CCDS57267.1|Mm108|chr4"	0.00	0.00
"CCDS57273.1|Mm108|chr4"	0.00	0.00
"CCDS57740.1|Mm108|chrX"	0.00	0.00
"CCDS57742.1|Mm108|chrX"	0.00	0.00
"CCDS59670.1|Mm108|chr5"	0.00	0.00
"CCDS85838.1|Mm108|chrY"	0.00	0.00
"CCDS88700.1|Mm108|chr14"	0.00	0.00
"CCDS85839.1|Mm108|chrY"	0.00	0.00
"CCDS85840.1|Mm108|chrY"	0.00	0.00
"CCDS85841.1|Mm108|chrY"	0.00	0.00
"CCDS51613.1|Mm108|chr5"	0.00	0.00
"CCDS51436.1|Mm108|chr5"	0.00	0.00
"CCDS19711.1|Mm108|chr5"	0.00	0.00
"CCDS19712.1|Mm108|chr5"	0.00	0.00
"CCDS19167.1|Mm108|chr5"	0.00	0.00
"CCDS19258.1|Mm108|chr5"	0.00	0.00
"CCDS80271.1|Mm108|chr5"	0.00	0.00
"CCDS80272.1|Mm108|chr5"	0.00	0.00
"CCDS39109.1|Mm108|chr5"	0.00	0.00
"CCDS19070.1|Mm108|chr5"	2.00	0.00
"CCDS19178.2|Mm108|chr5"	0.00	0.00
"CCDS51458.1|Mm108|chr5"	0.00	0.00
"CCDS84434.1|Mm108|chr19"	0.00	0.00
"CCDS85227.1|Mm108|chr7"	0.00	0.00
"CCDS84822.1|Mm108|chr4"	0.00	0.00
"CCDS20100.1|Mm108|chr6"	0.00	0.00
"CCDS39593.2|Mm108|chr6"	0.00	0.00
"CCDS85118.1|Mm108|chr6"	0.00	0.00
"CCDS38328.1|Mm108|chr2"	0.00	0.00
"CCDS19915.1|Mm108|chr6"	0.00	0.00
"CCDS51872.1|Mm108|chr6"	0.00	0.00
"CCDS85119.1|Mm108|chr6"	0.00	0.00
"CCDS20572.1|Mm108|chr6"	0.00	0.00
"CCDS51723.1|Mm108|chr6"	0.00	0.00
"CCDS39442.1|Mm108|chr6"	0.00	0.00
"CCDS20565.1|Mm108|chr6"	0.00	0.00
"CCDS85162.1|Mm108|chr6"	0.00	0.00
"CCDS20101.2|Mm108|chr6"	0.00	0.00
"CCDS39414.1|Mm108|chr6"	0.00	0.00
"CCDS20416.1|Mm108|chr6"	0.00	0.00
"CCDS39486.1|Mm108|chr6"	0.00	0.00
"CCDS85044.1|Mm108|chr6"	0.00	0.00
"CCDS39457.1|Mm108|chr6"	0.00	0.00
"CCDS39595.1|Mm108|chr6"	0.00	0.00
"CCDS20559.2|Mm108|chr6"	0.00	0.00
"CCDS20383.1|Mm108|chr6"	0.00	0.00
"CCDS20475.1|Mm108|chr6"	0.00	0.00
"CCDS51734.1|Mm108|chr6"	0.00	0.00
"CCDS51855.2|Mm108|chr6"	0.00	0.00
"CCDS52041.1|Mm108|chr7"	0.00	0.00
"CCDS21936.1|Mm108|chr7"	0.00	0.00
"CCDS72060.1|Mm108|chr7"	0.00	0.00
"CCDS52441.1|Mm108|chr7"	0.00	0.00
"CCDS21907.1|Mm108|chr7"	0.00	0.00
"CCDS85434.1|Mm108|chr7"	0.00	0.00
"CCDS21485.1|Mm108|chr7"	0.00	0.00
"CCDS57567.1|Mm108|chr7"	0.00	0.00
"CCDS40060.1|Mm108|chr7"	0.00	0.00
"CCDS21988.1|Mm108|chr7"	0.00	0.00
"CCDS21899.1|Mm108|chr7"	0.00	0.00
"CCDS85430.1|Mm108|chr7"	0.00	0.00
"CCDS21040.2|Mm108|chr7"	0.00	0.00
"CCDS52162.1|Mm108|chr7"	0.00	0.00
"CCDS40145.1|Mm108|chr7"	0.00	0.00
"CCDS40190.1|Mm108|chr7"	0.00	0.00
"CCDS85460.1|Mm108|chr7"	0.00	0.00
"CCDS90353.1|Mm108|chr7"	0.00	0.00
"CCDS39937.1|Mm108|chr7"	0.00	0.00
"CCDS20855.1|Mm108|chr7"	0.00	0.00
"CCDS21135.1|Mm108|chr7"	0.00	0.00
"CCDS20956.1|Mm108|chr7"	0.00	0.00
"CCDS21775.1|Mm108|chr7"	0.00	0.00
"CCDS21214.1|Mm108|chr7"	0.00	0.00
"CCDS21410.1|Mm108|chr7"	0.00	0.00
"CCDS21857.1|Mm108|chr7"	0.00	0.00
"CCDS52407.1|Mm108|chr7"	0.00	0.00
"CCDS21266.2|Mm108|chr7"	0.00	0.00
"CCDS40178.2|Mm108|chr7"	0.00	0.00
"CCDS40169.1|Mm108|chr7"	0.00	0.00
"CCDS52427.1|Mm108|chr7"	0.00	0.00
"CCDS21293.1|Mm108|chr7"	0.00	0.00
"CCDS40052.1|Mm108|chr7"	0.00	0.00
"CCDS85365.1|Mm108|chr7"	0.00	0.00
"CCDS40046.1|Mm108|chr7"	0.00	0.00
"CCDS18299.1|Mm108|chr4"	0.00	0.00
"CCDS71412.1|Mm108|chr4"	0.00	0.00
"CCDS84749.1|Mm108|chr4"	0.00	0.00
"CCDS21050.2|Mm108|chr7"	0.00	0.00
"CCDS40202.2|Mm108|chr7"	0.00	0.00
"CCDS57600.1|Mm108|chr7"	0.00	0.00
"CCDS21065.1|Mm108|chr7"	0.00	0.00
"CCDS21149.1|Mm108|chr7"	0.00	0.00
"CCDS52211.1|Mm108|chr7"	0.00	0.00
"CCDS21460.1|Mm108|chr7"	0.00	0.00
"CCDS21658.1|Mm108|chr7"	0.00	0.00
"CCDS57576.1|Mm108|chr7"	0.00	0.00
"CCDS21395.1|Mm108|chr7"	0.00	0.00
"CCDS39886.1|Mm108|chr7"	0.00	0.00
"CCDS22665.1|Mm108|chr8"	0.00	0.00
"CCDS40408.1|Mm108|chr8"	0.00	0.00
"CCDS22560.1|Mm108|chr8"	0.00	0.00
"CCDS22116.1|Mm108|chr8"	0.00	0.00
"CCDS22585.1|Mm108|chr8"	0.00	0.00
"CCDS52650.1|Mm108|chr8"	0.00	0.00
"CCDS52520.1|Mm108|chr8"	0.00	0.00
"CCDS52521.1|Mm108|chr8"	0.00	0.00
"CCDS22777.1|Mm108|chr8"	0.00	0.00
"CCDS22478.1|Mm108|chr8"	0.00	0.00
"CCDS40458.1|Mm108|chr8"	0.00	0.00
"CCDS90450.1|Mm108|chr8"	0.00	0.00
"CCDS22501.1|Mm108|chr8"	0.00	0.00
"CCDS22060.1|Mm108|chr8"	0.00	0.00
"CCDS40328.1|Mm108|chr8"	0.00	0.00
"CCDS40329.1|Mm108|chr8"	0.00	0.00
"CCDS40330.1|Mm108|chr8"	0.00	0.00
"CCDS35997.1|Mm108|chr10"	0.00	0.00
"CCDS40439.1|Mm108|chr8"	0.00	0.00
"CCDS22610.1|Mm108|chr8"	0.00	0.00
"CCDS22287.2|Mm108|chr8"	0.00	0.00
"CCDS90394.1|Mm108|chr8"	0.00	0.00
"CCDS22767.1|Mm108|chr8"	0.00	0.00
"CCDS40394.1|Mm108|chr8"	0.00	0.00
"CCDS22715.1|Mm108|chr8"	0.00	0.00
"CCDS22081.1|Mm108|chr8"	0.00	0.00
"CCDS26734.1|Mm108|chr13"	0.00	0.00
"CCDS22189.1|Mm108|chr8"	0.00	0.00
"CCDS22748.1|Mm108|chr8"	0.00	0.00
"CCDS22276.1|Mm108|chr8"	0.00	0.00
"CCDS79682.1|Mm108|chr19"	0.00	0.00
"CCDS40227.1|Mm108|chr8"	0.00	0.00
"CCDS40228.1|Mm108|chr8"	0.00	0.00
"CCDS40229.1|Mm108|chr8"	0.00	0.00
"CCDS40230.1|Mm108|chr8"	0.00	0.00
"CCDS22098.1|Mm108|chr8"	0.00	0.00
"CCDS52479.1|Mm108|chr8"	0.00	0.00
"CCDS40477.1|Mm108|chr8"	0.00	0.00
"CCDS80931.1|Mm108|chr8"	0.00	0.00
"CCDS23327.1|Mm108|chr9"	0.00	0.00
"CCDS23232.1|Mm108|chr9"	0.00	0.00
"CCDS23102.1|Mm108|chr9"	0.00	0.00
"CCDS23659.1|Mm108|chr9"	0.00	0.00
"CCDS52834.1|Mm108|chr9"	0.00	0.00
"CCDS72002.1|Mm108|chr7"	0.00	0.00
"CCDS21524.2|Mm108|chr7"	0.00	0.00
"CCDS23614.1|Mm108|chr9"	0.00	0.00
"CCDS23213.1|Mm108|chr9"	0.00	0.00
"CCDS23412.1|Mm108|chr9"	0.00	0.00
"CCDS57709.1|Mm108|chr9"	0.00	0.00
"CCDS57710.1|Mm108|chr9"	0.00	0.00
"CCDS23645.1|Mm108|chr9"	0.00	0.00
"CCDS90687.1|Mm108|chr9"	0.00	0.00
"CCDS40802.1|Mm108|chr9"	0.00	0.00
"CCDS70814.1|Mm108|chr17"	0.00	0.00
"CCDS23175.1|Mm108|chr9"	0.00	0.00
"CCDS23294.1|Mm108|chr9"	0.00	0.00
"CCDS22944.1|Mm108|chr9"	0.00	0.00
"CCDS23222.1|Mm108|chr9"	0.00	0.00
"CCDS23487.1|Mm108|chr9"	0.00	0.00
"CCDS85722.1|Mm108|chr9"	0.00	0.00
"CCDS78919.1|Mm108|chr11"	0.00	0.00
"CCDS88624.1|Mm108|chr14"	0.00	0.00
"CCDS23458.1|Mm108|chr9"	0.00	0.00
"CCDS88665.1|Mm108|chr14"	0.00	0.00
"CCDS89565.1|Mm108|chr2"	0.00	0.00
"CCDS90741.1|Mm108|chrX"	0.00	0.00
"CCDS89691.1|Mm108|chr3"	0.00	0.00
"CCDS88778.1|Mm108|chr15"	0.00	0.00
"CCDS88061.1|Mm108|chr10"	0.00	0.00
"CCDS79736.1|Mm108|chr2"	0.00	0.00
"CCDS90644.1|Mm108|chr9"	0.00	0.00
"CCDS89858.1|Mm108|chr4"	0.00	0.00
"CCDS90360.1|Mm108|chr7"	0.00	0.00
"CCDS90361.1|Mm108|chr7"	0.00	0.00
"CCDS90210.1|Mm108|chr7"	0.00	0.00
"CCDS88477.1|Mm108|chr13"	0.00	0.00
"CCDS89629.1|Mm108|chr3"	0.00	0.00
"CCDS90211.1|Mm108|chr7"	0.00	0.00
"CCDS84172.1|Mm108|chr15"	0.00	0.00
"CCDS89215.1|Mm108|chr18"	0.00	0.00
"CCDS90461.1|Mm108|chr8"	0.00	0.00
"CCDS85173.1|Mm108|chr6"	0.00	0.00
"CCDS90689.1|Mm108|chr9"	0.00	0.00
"CCDS87925.1|Mm108|chr1"	0.00	0.00
"CCDS79875.1|Mm108|chr2"	0.00	0.00
"CCDS88042.1|Mm108|chr10"	0.00	0.00
"CCDS90152.1|Mm108|chr7"	0.00	0.00
"CCDS88539.1|Mm108|chr13"	0.00	0.00
"CCDS89018.1|Mm108|chr17"	0.00	0.00
"CCDS23091.1|Mm108|chr9"	0.00	0.00
"CCDS23244.1|Mm108|chr9"	0.00	0.00
"CCDS40817.1|Mm108|chr9"	0.00	0.00
"CCDS23118.1|Mm108|chr9"	0.00	0.00
"CCDS23257.1|Mm108|chr9"	0.00	0.00
"CCDS52821.1|Mm108|chr9"	0.00	0.00
"CCDS52822.1|Mm108|chr9"	0.00	0.00
"CCDS81016.1|Mm108|chr9"	0.00	0.00
"CCDS40658.1|Mm108|chr9"	0.00	0.00
"CCDS23520.1|Mm108|chr9"	0.00	0.00
"CCDS81073.1|Mm108|chr9"	0.00	0.00
"CCDS30208.1|Mm108|chrX"	0.00	0.00
"CCDS53098.1|Mm108|chrX"	0.00	0.00
"CCDS30243.1|Mm108|chrX"	0.00	0.00
"CCDS85786.1|Mm108|chrX"	0.00	0.00
"CCDS30434.1|Mm108|chrX"	0.00	0.00
"CCDS85808.1|Mm108|chrX"	0.00	0.00
"CCDS79672.1|Mm108|chr19"	0.00	0.00
"CCDS79673.1|Mm108|chr19"	0.00	0.00
"CCDS30393.1|Mm108|chrX"	0.00	0.00
"CCDS29957.1|Mm108|chrX"	0.00	0.00
"CCDS52981.1|Mm108|chrX"	0.00	0.00
"CCDS52982.1|Mm108|chrX"	0.00	0.00
"CCDS48566.1|Mm108|chr10"	0.00	0.00
"CCDS88009.1|Mm108|chr10"	0.00	0.00
"CCDS24156.1|Mm108|chr10"	0.00	0.00
"CCDS24271.1|Mm108|chr10"	0.00	0.00
"CCDS88107.1|Mm108|chr10"	0.00	0.00
"CCDS88108.1|Mm108|chr10"	0.00	0.00
"CCDS24092.1|Mm108|chr10"	0.00	0.00
"CCDS23931.1|Mm108|chr10"	0.00	0.00
"CCDS88023.1|Mm108|chr10"	0.00	0.00
"CCDS24251.1|Mm108|chr10"	0.00	0.00
"CCDS23925.1|Mm108|chr10"	0.00	0.00
"CCDS24268.2|Mm108|chr10"	0.00	0.00
"CCDS23938.1|Mm108|chr10"	0.00	0.00
"CCDS23803.1|Mm108|chr10"	0.00	0.00
"CCDS23789.1|Mm108|chr10"	0.00	0.00
"CCDS24098.1|Mm108|chr10"	0.00	0.00
"CCDS24099.1|Mm108|chr10"	0.00	0.00
"CCDS88066.1|Mm108|chr10"	0.00	0.00
"CCDS24029.1|Mm108|chr10"	0.00	0.00
"CCDS48638.1|Mm108|chr10"	0.00	0.00
"CCDS24087.1|Mm108|chr10"	0.00	0.00
"CCDS23808.1|Mm108|chr10"	0.00	0.00
"CCDS48549.1|Mm108|chr10"	0.00	0.00
"CCDS24281.1|Mm108|chr10"	0.00	0.00
"CCDS48642.1|Mm108|chr10"	0.00	0.00
"CCDS36000.1|Mm108|chr10"	0.00	0.00
"CCDS36020.1|Mm108|chr10"	0.00	0.00
"CCDS36068.1|Mm108|chr10"	0.00	0.00
"CCDS35879.1|Mm108|chr10"	0.00	0.00
"CCDS24630.1|Mm108|chr11"	0.00	0.00
"CCDS48883.1|Mm108|chr11"	0.00	0.00
"CCDS83868.1|Mm108|chr11"	0.00	0.00
"CCDS25322.1|Mm108|chr11"	0.00	0.00
"CCDS36124.1|Mm108|chr11"	0.00	0.00
"CCDS24475.1|Mm108|chr11"	0.00	0.00
"CCDS36125.1|Mm108|chr11"	0.00	0.00
"CCDS70157.1|Mm108|chr11"	0.00	0.00
"CCDS70158.1|Mm108|chr11"	0.00	0.00
"CCDS24374.1|Mm108|chr11"	0.00	0.00
"CCDS25039.1|Mm108|chr11"	0.00	0.00
"CCDS24415.1|Mm108|chr11"	0.00	0.00
"CCDS24370.1|Mm108|chr11"	0.00	0.00
"CCDS25308.1|Mm108|chr11"	0.00	0.00
"CCDS56756.1|Mm108|chr11"	0.00	0.00
"CCDS25451.1|Mm108|chr11"	0.00	0.00
"CCDS25160.1|Mm108|chr11"	0.00	0.00
"CCDS25350.1|Mm108|chr11"	0.00	0.00
"CCDS25135.1|Mm108|chr11"	0.00	0.00
"CCDS24470.1|Mm108|chr11"	0.00	0.00
"CCDS25452.1|Mm108|chr11"	0.00	0.00
"CCDS37668.1|Mm108|chr17"	0.00	0.00
"CCDS84326.1|Mm108|chr17"	0.00	0.00
"CCDS24450.1|Mm108|chr11"	0.00	0.00
"CCDS24632.2|Mm108|chr11"	0.00	0.00
"CCDS36162.1|Mm108|chr11"	0.00	0.00
"CCDS25226.1|Mm108|chr11"	0.00	0.00
"CCDS24964.1|Mm108|chr11"	0.00	0.00
"CCDS56789.1|Mm108|chr11"	0.00	0.00
"CCDS24779.1|Mm108|chr11"	0.00	0.00
"CCDS36290.1|Mm108|chr11"	0.00	0.00
"CCDS20332.1|Mm108|chr6"	0.00	0.00
"CCDS20045.1|Mm108|chr6"	0.00	0.00
"CCDS48417.1|Mm108|chr1"	0.00	0.00
"CCDS21385.1|Mm108|chr7"	0.00	0.00
"CCDS27329.1|Mm108|chr14"	0.00	0.00
"CCDS24409.1|Mm108|chr11"	0.00	0.00
"CCDS70135.1|Mm108|chr11"	0.00	0.00
"CCDS25968.1|Mm108|chr12"	0.00	0.00
"CCDS25969.1|Mm108|chr12"	0.00	0.00
"CCDS26584.1|Mm108|chr13"	0.00	0.00
"CCDS15386.1|Mm108|chr1"	0.00	0.00
"CCDS78713.1|Mm108|chr1"	0.00	0.00
"CCDS17073.1|Mm108|chr2"	0.00	0.00
"CCDS49906.1|Mm108|chr16"	0.00	0.00
"CCDS49907.1|Mm108|chr16"	0.00	0.00
"CCDS37833.1|Mm108|chr18"	0.00	0.00
"CCDS50298.1|Mm108|chr18"	0.00	0.00
"CCDS36670.1|Mm108|chr13"	1272.00	903.00
"CCDS25278.1|Mm108|chr11"	0.00	0.00
"CCDS36081.1|Mm108|chr10"	0.00	0.00
"CCDS50307.1|Mm108|chr18"	0.00	0.00
"CCDS89260.1|Mm108|chr18"	0.00	0.00
"CCDS15054.1|Mm108|chr1"	0.00	0.00
"CCDS23604.1|Mm108|chr9"	0.00	0.00
"CCDS52961.1|Mm108|chr9"	0.00	0.00
"CCDS27130.1|Mm108|chr14"	0.00	0.00
"CCDS25787.1|Mm108|chr12"	0.00	0.00
"CCDS49017.1|Mm108|chr12"	0.00	0.00
"CCDS25425.1|Mm108|chr11"	0.00	0.00
"CCDS56807.1|Mm108|chr11"	0.00	0.00
"CCDS53012.1|Mm108|chrX"	0.00	0.00
"CCDS37299.1|Mm108|chr16"	0.00	0.00
"CCDS22528.1|Mm108|chr8"	0.00	0.00
"CCDS37956.1|Mm108|chr19"	0.00	0.00
"CCDS21824.1|Mm108|chr7"	0.00	0.00
"CCDS17719.1|Mm108|chr3"	0.00	0.00
"CCDS25073.1|Mm108|chr11"	0.00	0.00
"CCDS29010.1|Mm108|chr17"	0.00	0.00
"CCDS21308.1|Mm108|chr7"	0.00	0.00
"CCDS35938.1|Mm108|chr10"	0.00	0.00
"CCDS29484.1|Mm108|chr19"	0.00	0.00
"CCDS20233.1|Mm108|chr6"	0.00	0.00
"CCDS22232.1|Mm108|chr8"	0.00	0.00
"CCDS36025.1|Mm108|chr10"	0.00	0.00
"CCDS25762.1|Mm108|chr11"	0.00	0.00
"CCDS25763.1|Mm108|chr11"	0.00	0.00
"CCDS40512.1|Mm108|chr8"	0.00	0.00
"CCDS38263.1|Mm108|chr2"	0.00	0.00
"CCDS38264.1|Mm108|chr2"	0.00	0.00
"CCDS37656.1|Mm108|chr17"	0.00	0.00
"CCDS23205.1|Mm108|chr9"	0.00	0.00
"CCDS38038.1|Mm108|chr2"	0.00	0.00
"CCDS19497.1|Mm108|chr5"	0.00	0.00
"CCDS29522.2|Mm108|chr19"	0.00	0.00
"CCDS30083.1|Mm108|chrX"	0.00	0.00
"CCDS40456.1|Mm108|chr8"	0.00	0.00
"CCDS29475.2|Mm108|chr19"	0.00	0.00
"CCDS26910.1|Mm108|chr14"	0.00	0.00
"CCDS16441.1|Mm108|chr2"	0.00	0.00
"CCDS50643.1|Mm108|chr2"	0.00	0.00
"CCDS19408.1|Mm108|chr5"	0.00	0.00
"CCDS23154.1|Mm108|chr9"	0.00	0.00
"CCDS90557.1|Mm108|chr9"	0.00	0.00
"CCDS90558.1|Mm108|chr9"	0.00	0.00
"CCDS27624.1|Mm108|chr15"	0.00	0.00
"CCDS24940.1|Mm108|chr11"	0.00	0.00
"CCDS48831.1|Mm108|chr11"	0.00	0.00
"CCDS48832.1|Mm108|chr11"	0.00	0.00
"CCDS48833.1|Mm108|chr11"	0.00	0.00
"CCDS48834.1|Mm108|chr11"	0.00	0.00
"CCDS48835.1|Mm108|chr11"	0.00	0.00
"CCDS24544.1|Mm108|chr11"	0.00	0.00
"CCDS24401.1|Mm108|chr11"	0.00	0.00
"CCDS24492.1|Mm108|chr11"	0.00	0.00
"CCDS25520.1|Mm108|chr11"	0.00	0.00
"CCDS48887.1|Mm108|chr11"	0.00	0.00
"CCDS24621.1|Mm108|chr11"	0.00	0.00
"CCDS70172.1|Mm108|chr11"	0.00	0.00
"CCDS36225.1|Mm108|chr11"	0.00	0.00
"CCDS25580.1|Mm108|chr11"	0.00	0.00
"CCDS36360.1|Mm108|chr11"	0.00	0.00
"CCDS24866.1|Mm108|chr11"	0.00	0.00
"CCDS36186.1|Mm108|chr11"	0.00	0.00
"CCDS49141.1|Mm108|chr12"	0.00	0.00
"CCDS88387.1|Mm108|chr12"	0.00	0.00
"CCDS25819.1|Mm108|chr12"	0.00	0.00
"CCDS36445.1|Mm108|chr12"	0.00	0.00
"CCDS49196.1|Mm108|chr12"	0.00	0.00
"CCDS26195.1|Mm108|chr12"	0.00	0.00
"CCDS25967.1|Mm108|chr12"	0.00	0.00
"CCDS56844.1|Mm108|chr12"	0.00	0.00
"CCDS26046.1|Mm108|chr12"	0.00	0.00
"CCDS26074.1|Mm108|chr12"	0.00	0.00
"CCDS49119.1|Mm108|chr12"	0.00	0.00
"CCDS25941.1|Mm108|chr12"	0.00	0.00
"CCDS36567.1|Mm108|chr12"	0.00	0.00
"CCDS40780.1|Mm108|chr9"	0.00	0.00
"CCDS56834.1|Mm108|chr12"	0.00	0.00
"CCDS56835.1|Mm108|chr12"	0.00	0.00
"CCDS88321.1|Mm108|chr12"	0.00	0.00
"CCDS36562.1|Mm108|chr12"	0.00	0.00
"CCDS26097.1|Mm108|chr12"	0.00	0.00
"CCDS70413.1|Mm108|chr12"	0.00	0.00
"CCDS79145.1|Mm108|chr12"	0.00	0.00
"CCDS26105.2|Mm108|chr12"	0.00	0.00
"CCDS36570.1|Mm108|chr12"	0.00	0.00
"CCDS25997.1|Mm108|chr12"	0.00	0.00
"CCDS83970.1|Mm108|chr12"	0.00	0.00
"CCDS26165.1|Mm108|chr12"	0.00	0.00
"CCDS25853.1|Mm108|chr12"	0.00	0.00
"CCDS25860.1|Mm108|chr12"	0.00	0.00
"CCDS26039.2|Mm108|chr12"	0.00	0.00
"CCDS83987.1|Mm108|chr12"	0.00	0.00
"CCDS25820.1|Mm108|chr12"	0.00	0.00
"CCDS25811.1|Mm108|chr12"	0.00	0.00
"CCDS26788.1|Mm108|chr13"	0.00	0.00
"CCDS36659.1|Mm108|chr13"	0.00	0.00
"CCDS36736.1|Mm108|chr13"	0.00	0.00
"CCDS80807.1|Mm108|chr7"	0.00	0.00
"CCDS26487.1|Mm108|chr13"	0.00	0.00
"CCDS49201.1|Mm108|chr13"	0.00	0.00
"CCDS49266.1|Mm108|chr13"	0.00	0.00
"CCDS49267.1|Mm108|chr13"	0.00	0.00
"CCDS49268.1|Mm108|chr13"	0.00	0.00
"CCDS80211.1|Mm108|chr5"	0.00	0.00
"CCDS90216.1|Mm108|chr7"	0.00	0.00
"CCDS36731.1|Mm108|chr13"	0.00	0.00
"CCDS85463.1|Mm108|chr7"	0.00	0.00
"CCDS85465.1|Mm108|chr7"	0.00	0.00
"CCDS87840.1|Mm108|chr1"	0.00	0.00
"CCDS26463.1|Mm108|chr13"	0.00	0.00
"CCDS79178.1|Mm108|chr13"	0.00	0.00
"CCDS79179.1|Mm108|chr13"	0.00	0.00
