	"output/RSEM/NGS128_S21.genes.results"	"output/RSEM/NGS130_S23.genes.results"
"258877"	0.00	0.00
"258879"	0.00	0.00
"258880"	0.00	0.00
"258881"	0.00	0.00
"258882"	0.00	0.00
"258883"	0.00	0.00
"258886"	0.00	0.00
"258887"	0.00	0.00
"258888"	0.00	0.00
"258889"	0.00	0.00
"258890"	0.00	0.00
"258891"	0.00	0.00
"258892"	0.00	0.00
"258893"	0.00	0.00
"258894"	0.00	0.00
"258895"	0.00	0.00
"258896"	0.00	0.00
"258897"	0.00	0.00
"258898"	0.00	0.00
"258899"	0.00	0.00
"258900"	0.00	0.00
"258901"	0.00	0.00
"258902"	0.00	0.00
"258903"	0.00	0.00
"258904"	0.00	0.00
"258905"	0.00	0.00
"258907"	0.00	0.00
"258908"	0.00	0.00
"258909"	0.00	0.00
"258910"	0.00	0.00
"258912"	0.00	0.00
"258913"	0.00	0.00
"258914"	0.00	0.00
"258915"	0.00	0.00
"258917"	0.00	0.00
"258918"	0.00	0.00
"258919"	0.00	0.00
"258920"	0.00	0.00
"258921"	0.00	0.00
"258922"	0.00	0.00
"258923"	0.00	0.00
"258924"	0.00	0.00
"258925"	0.00	0.00
"258926"	0.00	0.00
"258927"	0.00	0.00
"258928"	0.00	0.00
"258929"	0.00	0.00
"258930"	0.00	0.00
"258931"	0.00	0.00
"258932"	0.00	0.00
"258933"	0.00	0.00
"258934"	0.00	0.00
"258935"	0.00	0.00
"258937"	0.00	0.00
"258938"	0.00	0.00
"258939"	0.00	0.00
"258940"	0.00	0.00
"258941"	0.00	0.00
"258942"	0.00	0.00
"258943"	0.00	0.00
"258944"	0.00	0.00
"258945"	0.00	0.00
"258946"	0.00	0.00
"258947"	0.00	0.00
"258949"	0.00	0.00
"258950"	0.00	0.00
"258951"	0.00	0.00
"258952"	0.00	0.00
"258953"	0.00	0.00
"258954"	0.00	0.00
"258955"	0.00	0.00
"258956"	0.00	0.00
"258958"	0.00	0.00
"258959"	0.00	0.00
"258960"	0.00	0.00
"258961"	0.00	0.00
"258962"	0.00	0.00
"258963"	0.00	0.00
"258964"	0.00	0.00
"258967"	0.00	0.00
"258968"	0.00	0.00
"258969"	0.00	0.00
"258970"	0.00	0.00
"258971"	0.00	0.00
"258972"	0.00	0.00
"258973"	0.00	0.00
"258974"	0.00	0.00
"258975"	0.00	0.00
"258976"	0.00	0.00
"258979"	0.00	0.00
"258980"	0.00	0.00
"258982"	0.00	0.00
"258983"	0.00	0.00
"258984"	0.00	0.00
"258985"	0.00	0.00
"258987"	0.00	0.00
"258988"	0.00	0.00
"258989"	0.00	0.00
"258990"	0.00	0.00
"258991"	0.00	0.00
"258992"	0.00	0.00
"258993"	0.00	0.00
"258994"	0.00	0.00
"258996"	0.00	0.00
"258997"	0.00	0.00
"258998"	0.00	0.00
"258999"	0.00	0.00
"259000"	0.00	0.00
"259001"	0.00	0.00
"259002"	0.00	0.00
"259003"	0.00	0.00
"259004"	0.00	0.00
"259005"	0.00	0.00
"259006"	0.00	0.00
"259007"	0.00	0.00
"259008"	0.00	0.00
"259009"	0.00	0.00
"259010"	0.00	0.00
"259011"	0.00	0.00
"259012"	0.00	0.00
"259013"	0.00	0.00
"259014"	0.00	0.00
"259016"	0.00	0.00
"259017"	0.00	0.00
"259018"	0.00	0.00
"259019"	0.00	0.00
"259020"	0.00	0.00
"259021"	0.00	0.00
"259022"	0.00	0.00
"259023"	0.00	0.00
"259024"	0.00	0.00
"259025"	0.00	0.00
"259026"	0.00	0.00
"259027"	0.00	0.00
"259028"	0.00	0.00
"259030"	0.00	0.00
"259031"	0.00	0.00
"259032"	0.00	0.00
"259033"	0.00	0.00
"259034"	0.00	0.00
"259035"	0.00	0.00
"259036"	0.00	0.00
"259037"	0.00	0.00
"259038"	0.00	0.00
"259039"	0.00	0.00
"259040"	0.00	0.00
"259041"	0.00	0.00
"259042"	0.00	0.00
"259044"	0.00	0.00
"259045"	0.00	0.00
"259046"	0.00	0.00
"259047"	0.00	0.00
"259048"	0.00	0.00
"259049"	0.00	0.00
"259050"	0.00	0.00
"259051"	0.00	0.00
"259052"	0.00	0.00
"259053"	0.00	0.00
"259054"	0.00	0.00
"259055"	0.00	0.00
"259056"	0.00	0.00
"259057"	0.00	0.00
"259058"	0.00	0.00
"259061"	0.00	0.00
"259062"	0.00	0.00
"259063"	0.00	0.00
"259064"	0.00	0.00
"259066"	0.00	0.00
"259067"	0.00	0.00
"259068"	0.00	0.00
"259069"	0.00	0.00
"259070"	0.00	0.00
"259071"	0.00	0.00
"259072"	0.00	0.00
"259073"	0.00	0.00
"259074"	0.00	0.00
"259075"	0.00	0.00
"259078"	0.00	0.00
"259080"	0.00	0.00
"259081"	0.00	0.00
"259082"	0.00	0.00
"259083"	0.00	0.00
"259084"	0.00	0.00
"259085"	0.00	0.00
"259086"	0.00	0.00
"259087"	0.00	0.00
"259088"	0.00	0.00
"259089"	0.00	0.00
"259091"	0.00	0.00
"259092"	0.00	0.00
"259093"	0.00	0.00
"259095"	0.00	0.00
"259096"	0.00	0.00
"259097"	0.00	0.00
"259098"	0.00	0.00
"259099"	0.00	0.00
"259100"	0.00	0.00
"259102"	0.00	0.00
"259103"	0.00	0.00
"259104"	0.00	0.00
"259105"	0.00	0.00
"259106"	0.00	0.00
"259107"	0.00	0.00
"259108"	0.00	0.00
"259109"	0.00	0.00
"259110"	0.00	0.00
"259111"	0.00	0.00
"259112"	0.00	0.00
"259113"	0.00	0.00
"259114"	0.00	0.00
"259115"	0.00	0.00
"259116"	0.00	0.00
"259117"	0.00	0.00
"259118"	0.00	0.00
"259119"	0.00	0.00
"259122"	0.00	0.00
"259123"	0.00	0.00
"259124"	0.00	0.00
"259125"	0.00	0.00
"259126"	0.00	0.00
"259143"	0.00	0.00
"259144"	0.00	0.00
"259145"	0.00	0.00
"259147"	0.00	0.00
"259148"	0.00	0.00
"259151"	0.00	0.00
"259159"	0.00	0.00
"259161"	0.00	0.00
"259162"	0.00	0.00
"259163"	0.00	0.00
"259165"	0.00	0.00
"259172"	0.00	0.00
"259277"	0.00	0.00
"259279"	0.00	0.00
"259300"	0.00	0.00
"259301"	0.00	0.00
"259302"	0.00	0.00
"260296"	0.00	0.00
"260297"	0.00	0.00
"260298"	0.00	0.00
"260299"	0.00	0.00
"260301"	0.00	0.00
"260302"	0.00	0.00
"260305"	0.00	0.00
"260315"	0.00	0.00
"260408"	0.00	0.00
"260409"	0.00	0.00
"260423"	0.00	0.00
"263406"	0.00	0.00
"26356"	0.00	0.00
"26357"	0.00	0.00
"26358"	0.00	0.00
"26359"	0.00	0.00
"26360"	0.00	0.00
"26361"	0.00	0.00
"26362"	0.00	0.00
"26363"	0.00	0.00
"26364"	0.00	0.00
"26365"	0.00	0.00
"26366"	0.00	0.00
"26367"	0.00	0.00
"26368"	0.00	0.00
"26369"	0.00	0.00
"26370"	0.00	0.00
"26371"	0.00	0.00
"26372"	0.00	0.00
"26373"	0.00	0.00
"26374"	0.00	0.00
"263764"	0.00	0.00
"26377"	0.00	0.00
"26378"	0.00	0.00
"26379"	0.00	0.00
"26380"	0.00	0.00
"263803"	0.00	0.00
"26381"	0.00	0.00
"26382"	0.00	0.00
"26383"	0.00	0.00
"26384"	0.00	0.00
"26385"	0.00	0.00
"26386"	0.00	0.00
"263876"	0.00	0.00
"26388"	0.00	0.00
"26390"	0.00	0.00
"26394"	0.00	0.00
"26395"	0.00	0.00
"26396"	0.00	0.00
"26397"	0.00	0.00
"26398"	0.00	0.00
"26399"	0.00	0.00
"26400"	0.00	0.00
"26401"	0.00	0.00
"26403"	0.00	0.00
"26404"	0.00	0.00
"26405"	0.00	0.00
"26406"	0.00	0.00
"264064"	0.00	0.00
"26407"	0.00	0.00
"26408"	0.00	0.00
"26409"	0.00	0.00
"26410"	0.00	0.00
"26411"	0.00	0.00
"26412"	0.00	0.00
"26413"	0.00	0.00
"264134"	0.00	0.00
"26414"	0.00	0.00
"26415"	0.00	0.00
"26416"	0.00	0.00
"26417"	0.00	0.00
"26419"	0.00	0.00
"26420"	0.00	0.00
"26422"	0.00	0.00
"26423"	0.00	0.00
"26424"	0.00	0.00
"26425"	0.00	0.00
"26426"	0.00	0.00
"26427"	0.00	0.00
"26428"	0.00	0.00
"26429"	0.00	0.00
"26430"	0.00	0.00
"26431"	0.00	0.00
"26432"	0.00	0.00
"26433"	0.00	0.00
"26434"	0.00	0.00
"26436"	0.00	0.00
"26437"	0.00	0.00
"26438"	0.00	0.00
"26439"	0.00	0.00
"26440"	0.00	0.00
"26441"	0.00	0.00
"26442"	0.00	0.00
"26443"	0.00	0.00
"26444"	0.00	0.00
"26445"	0.00	0.00
"26446"	0.00	0.00
"26447"	0.00	0.00
"26448"	0.00	0.00
"26450"	0.00	0.00
"26451"	1.00	38.00
"26456"	0.00	0.00
"26457"	0.00	0.00
"26458"	0.00	0.00
"26459"	0.00	0.00
"26462"	0.00	0.00
"26464"	0.00	0.00
"26465"	0.00	0.00
"26466"	0.00	0.00
"264895"	0.00	0.00
"26549"	0.00	0.00
"26554"	0.00	0.00
"26556"	0.00	0.00
"26557"	0.00	0.00
"26558"	0.00	0.00
"26559"	0.00	0.00
"26560"	0.00	0.00
"26561"	0.00	0.00
"26562"	0.00	0.00
"26563"	0.00	0.00
"26564"	0.00	0.00
"26565"	0.00	0.00
"26568"	0.00	0.00
"26569"	0.00	0.00
"26570"	0.00	0.00
"26572"	0.00	0.00
"26611"	0.00	0.00
"266614"	0.00	0.00
"266620"	0.00	0.00
"266632"	0.00	0.00
"266645"	0.00	0.00
"266690"	0.00	0.00
"266692"	0.00	0.00
"266744"	0.00	0.00
"266781"	0.00	0.00
"266815"	0.00	0.00
"267019"	0.00	0.00
"26754"	0.00	0.00
"26757"	0.00	0.00
"268281"	0.00	0.00
"268288"	0.00	0.00
"268291"	0.00	0.00
"268294"	0.00	0.00
"268297"	0.00	0.00
"268301"	0.00	0.00
"268345"	0.00	0.00
"268354"	0.00	0.00
"268373"	0.00	0.00
"268379"	0.00	0.00
"268390"	0.00	0.00
"268395"	0.00	0.00
"268396"	0.00	0.00
"268417"	0.00	0.00
"268420"	0.00	0.00
"268445"	0.00	0.00
"268448"	0.00	0.00
"268449"	0.00	0.00
"268451"	0.00	0.00
"268465"	0.00	0.00
"268469"	0.00	0.00
"268470"	0.00	0.00
"268480"	0.00	0.00
"268481"	0.00	0.00
"268482"	0.00	0.00
"268490"	0.00	0.00
"268491"	0.00	0.00
"268510"	0.00	0.00
"268512"	0.00	0.00
"268515"	0.00	0.00
"268527"	0.00	0.00
"268534"	0.00	0.00
"268564"	0.00	0.00
"268566"	0.00	0.00
"268567"	0.00	0.00
"268591"	0.00	0.00
"268595"	0.00	0.00
"268656"	0.00	0.00
"268663"	0.00	0.00
"268670"	0.00	0.00
"268686"	0.00	0.00
"268697"	0.00	0.00
"268706"	0.00	0.00
"268709"	0.00	0.00
"268721"	0.00	0.00
"268739"	0.00	0.00
"26874"	0.00	0.00
"268741"	0.00	0.00
"268747"	0.00	0.00
"268749"	0.00	0.00
"26875"	0.00	0.00
"268752"	0.00	0.00
"268756"	0.00	0.00
"268759"	0.00	0.00
"26876"	0.00	0.00
"26877"	0.00	0.00
"26878"	0.00	0.00
"268780"	0.00	0.00
"268782"	0.00	0.00
"268783"	0.00	0.00
"26879"	0.00	0.00
"268807"	0.00	0.00
"268816"	0.00	0.00
"268822"	0.00	0.00
"26885"	0.00	0.00
"268857"	0.00	0.00
"268859"	0.00	0.00
"26886"	0.00	0.00
"268860"	0.00	0.00
"26887"	0.00	0.00
"268878"	0.00	0.00
"26888"	0.00	0.00
"268880"	0.00	0.00
"268882"	0.00	0.00
"268885"	0.00	0.00
"26889"	0.00	0.00
"268890"	0.00	0.00
"268902"	0.00	0.00
"268903"	0.00	0.00
"268905"	0.00	0.00
"26891"	0.00	0.00
"26893"	0.00	0.00
"268930"	0.00	0.00
"268932"	0.00	0.00
"268933"	0.00	0.00
"268934"	0.00	0.00
"268935"	0.00	0.00
"268936"	0.00	0.00
"26894"	0.00	0.00
"268949"	0.00	0.00
"26895"	0.00	0.00
"268958"	0.00	0.00
"26896"	0.00	0.00
"26897"	0.00	0.00
"268970"	0.00	0.00
"268973"	0.00	0.00
"268977"	0.00	0.00
"26898"	0.00	0.00
"268980"	0.00	0.00
"268996"	0.00	0.00
"26900"	0.00	0.00
"269003"	0.00	0.00
"26901"	0.00	0.00
"269016"	0.00	0.00
"269019"	0.00	0.00
"269023"	0.00	0.00
"26903"	0.00	0.00
"269033"	0.00	0.00
"269037"	0.00	0.00
"26904"	0.00	0.00
"26905"	0.00	0.00
"269053"	0.00	0.00
"269060"	0.00	0.00
"269061"	0.00	0.00
"269063"	0.00	0.00
"26908"	0.00	0.00
"26909"	0.00	0.00
"26910"	0.00	0.00
"269109"	0.00	0.00
"269113"	0.00	0.00
"269116"	0.00	0.00
"26912"	0.00	0.00
"269120"	0.00	0.00
"26913"	0.00	0.00
"269132"	0.00	0.00
"26914"	0.00	0.00
"269152"	0.00	0.00
"26918"	0.00	0.00
"269180"	0.00	0.00
"269181"	0.00	0.00
"26919"	0.00	0.00
"269198"	0.00	0.00
"26920"	0.00	0.00
"269209"	0.00	0.00
"26921"	0.00	4.00
"26922"	0.00	0.00
"269224"	0.00	0.00
"269233"	0.00	0.00
"269252"	0.00	0.00
"269254"	0.00	0.00
"26926"	0.00	0.00
"269261"	0.00	0.00
"26927"	0.00	0.00
"269275"	0.00	0.00
"269295"	0.00	0.00
"26931"	0.00	0.00
"26932"	0.00	0.00
"269328"	0.00	0.00
"269336"	0.00	0.00
"269338"	0.00	0.00
"26934"	0.00	0.00
"269344"	0.00	0.00
"269346"	0.00	0.00
"269356"	0.00	0.00
"26936"	0.00	0.00
"269378"	0.00	0.00
"26938"	0.00	0.00
"269389"	0.00	0.00
"26939"	0.00	712.00
"269397"	0.00	0.00
"26940"	0.00	0.00
"269400"	0.00	0.00
"269401"	0.00	0.00
"26941"	690.00	2643.00
"26942"	0.00	0.00
"269423"	0.00	0.00
"269424"	0.00	0.00
"26943"	0.00	0.00
"269437"	0.00	0.00
"26944"	0.00	0.00
"26945"	0.00	0.00
"26946"	0.00	0.00
"269470"	0.00	0.00
"269473"	0.00	0.00
"26949"	0.00	0.00
"26950"	0.00	0.00
"26951"	0.00	0.00
"269513"	0.00	0.00
"269514"	0.00	0.00
"269523"	0.00	0.00
"269529"	0.00	0.00
"269536"	0.00	0.00
"269582"	0.00	0.00
"269585"	0.00	0.00
"269587"	0.00	0.00
"269589"	0.00	0.00
"269593"	0.00	0.00
"269604"	0.00	0.00
"269608"	0.00	0.00
"26961"	0.00	0.00
"269610"	0.00	0.00
"269614"	0.00	0.00
"269615"	0.00	0.00
"269623"	0.00	0.00
"269629"	0.00	0.00
"269633"	0.00	0.00
"269637"	0.00	0.00
"269639"	0.00	0.00
"269642"	0.00	0.00
"269643"	0.00	0.00
"26965"	0.00	0.00
"26968"	0.00	0.00
"269682"	0.00	0.00
"269693"	0.00	0.00
"269695"	0.00	0.00
"26970"	0.00	0.00
"269700"	0.00	0.00
"269701"	0.00	0.00
"269702"	0.00	0.00
"269704"	171.00	0.00
"26971"	0.00	0.00
"269713"	0.00	0.00
"269717"	0.00	0.00
"26972"	0.00	0.00
"269774"	0.00	0.00
"269784"	0.00	0.00
"269788"	0.00	0.00
"269799"	0.00	0.00
"269800"	0.00	0.00
"269823"	0.00	0.00
"269831"	0.00	0.00
"269854"	0.00	0.00
"269855"	0.00	0.00
"269862"	0.00	0.00
"26987"	0.00	0.00
"269870"	0.00	0.00
"269878"	0.00	0.00
"269881"	0.00	0.00
"269902"	0.00	0.00
"26992"	0.00	0.00
"269941"	0.00	0.00
"269951"	0.00	0.00
"269952"	0.00	0.00
"269954"	0.00	0.00
"269955"	0.00	0.00
"269959"	0.00	0.00
"269966"	0.00	0.00
"269994"	0.00	0.00
"269997"	0.00	0.00
"269999"	0.00	0.00
"270004"	0.00	0.00
"270028"	0.00	0.00
"270035"	0.00	0.00
"270049"	0.00	0.00
"270058"	0.00	0.00
"270066"	0.00	0.00
"27007"	0.00	0.00
"270076"	0.00	0.00
"27008"	0.00	0.00
"270084"	0.00	0.00
"270086"	0.00	0.00
"270091"	0.00	0.00
"270096"	0.00	0.00
"270097"	0.00	0.00
"270106"	0.00	0.00
"270109"	0.00	0.00
"270110"	0.00	0.00
"270118"	6.00	11.00
"270120"	0.00	0.00
"27015"	0.00	0.00
"270150"	0.00	0.00
"270151"	0.00	0.00
"270152"	0.00	0.00
"270156"	0.00	0.00
"270160"	0.00	0.00
"270162"	0.00	0.00
"270163"	0.00	0.00
"270166"	0.00	0.00
"270190"	0.00	0.00
"270192"	0.00	0.00
"270198"	0.00	0.00
"270201"	0.00	0.00
"270210"	0.00	0.00
"27027"	0.00	0.00
"27028"	0.00	0.00
"27029"	0.00	0.00
"270328"	0.00	0.00
"27041"	0.00	0.00
"27045"	0.00	0.00
"27047"	0.00	0.00
"27049"	0.00	0.00
"27050"	0.00	47.00
"27052"	0.00	0.00
"27053"	0.00	0.00
"27054"	0.00	0.00
"27055"	0.00	0.00
"27056"	0.00	0.00
"27057"	0.00	0.00
"27058"	0.00	0.00
"27059"	0.00	0.00
"270599"	0.00	0.00
"27060"	0.00	0.00
"27061"	0.00	0.00
"27062"	0.00	0.00
"270624"	0.00	0.00
"270627"	0.00	0.00
"270669"	0.00	0.00
"270672"	0.00	0.00
"270685"	0.00	0.00
"270711"	0.00	0.00
"270757"	0.00	0.00
"27078"	0.00	0.00
"270802"	0.00	0.00
"27081"	0.00	0.00
"27083"	0.00	0.00
"27084"	0.00	0.00
"270893"	0.00	0.00
"270906"	0.00	0.00
"27096"	0.00	0.00
"271005"	0.00	0.00
"27103"	0.00	0.00
"271036"	0.00	0.00
"271047"	0.00	0.00
"271127"	0.00	0.00
"271144"	0.00	0.00
"271209"	2.00	3.00
"271221"	0.00	0.00
"271278"	0.00	0.00
"271305"	0.00	0.00
"271375"	0.00	0.00
"271377"	0.00	0.00
"27140"	0.00	0.00
"271424"	0.00	0.00
"271457"	0.00	0.00
"271508"	0.00	0.00
"271564"	0.00	0.00
"271639"	0.00	0.00
"271697"	0.00	0.00
"271711"	0.00	0.00
"27176"	0.00	0.00
"271786"	0.00	0.00
"271813"	0.00	0.00
"271842"	0.00	0.00
"271844"	0.00	0.00
"271849"	0.00	0.00
"271887"	0.00	0.00
"271944"	0.00	0.00
"271970"	0.00	0.00
"271981"	0.00	0.00
"272009"	0.00	0.00
"272027"	0.00	0.00
"272031"	0.00	0.00
"27204"	0.00	0.00
"27205"	3630.00	2.00
"27206"	0.00	0.00
"27207"	0.00	0.00
"27214"	0.00	0.00
"27215"	0.00	0.00
"272158"	0.00	0.00
"27216"	0.00	0.00
"27217"	0.00	0.00
"27218"	0.00	0.00
"27219"	0.00	0.00
"27220"	0.00	0.00
"27221"	0.00	0.00
"27222"	0.00	0.00
"27223"	0.00	0.00
"27224"	0.00	0.00
"27225"	0.00	0.00
"27226"	0.00	0.00
"272322"	0.00	0.00
"272347"	0.00	0.00
"272359"	0.00	0.00
"272381"	0.00	0.00
"272382"	0.00	0.00
"272396"	0.00	0.00
"272411"	0.00	0.00
"272428"	0.00	0.00
"272465"	0.00	0.00
"272538"	0.00	0.00
"272551"	0.00	0.00
"272589"	0.00	0.00
"27260"	0.00	0.00
"27261"	0.00	0.00
"27263"	0.00	0.00
"272636"	0.00	0.00
"272643"	0.00	0.00
"27267"	0.00	0.00
"27273"	0.00	0.00
"27274"	0.00	0.00
"27275"	0.00	0.00
"27276"	0.00	0.00
"27277"	0.00	0.00
"27278"	0.00	0.00
"27279"	0.00	0.00
"272790"	0.00	0.00
"27280"	0.00	0.00
"27281"	0.00	0.00
"27354"	0.00	0.00
"27355"	0.00	0.00
"27356"	0.00	0.00
"27357"	0.00	0.00
"27358"	0.00	0.00
"27359"	0.00	0.00
"27360"	0.00	0.00
"27361"	0.00	0.00
"27362"	0.00	0.00
"27364"	0.00	0.00
"27366"	0.00	0.00
"27367"	0.00	0.00
"27368"	0.00	0.00
"27369"	0.00	0.00
"27370"	0.00	0.00
"27371"	0.00	0.00
"27372"	0.00	0.00
"27373"	0.00	0.00
"27374"	0.00	0.00
"27375"	0.00	0.00
"27376"	0.00	0.00
"27377"	0.00	0.00
"27378"	0.00	0.00
"27379"	0.00	0.00
"27380"	0.00	0.00
"27381"	0.00	0.00
"27382"	0.00	0.00
"27384"	0.00	0.00
"27385"	0.00	0.00
"27387"	0.00	0.00
"27388"	0.00	0.00
"27389"	0.00	0.00
"27390"	0.00	0.00
"27392"	0.00	0.00
"27393"	0.00	0.00
"27395"	0.00	0.00
"27397"	0.00	0.00
"27398"	0.00	0.00
"27399"	0.00	0.00
"27400"	0.00	0.00
"27401"	0.00	0.00
"27402"	0.00	0.00
"27403"	0.00	0.00
"27404"	0.00	0.00
"27405"	0.00	0.00
"27406"	0.00	0.00
"27407"	0.00	0.00
"27409"	0.00	0.00
"27410"	0.00	0.00
"27411"	0.00	0.00
"27412"	0.00	0.00
"27413"	0.00	0.00
"27414"	0.00	0.00
"27416"	0.00	0.00
"27418"	0.00	0.00
"27419"	0.00	0.00
"27421"	0.00	0.00
"27425"	0.00	0.00
"27426"	0.00	0.00
"27428"	0.00	0.00
"27494"	0.00	0.00
"27528"	0.00	0.00
"27632"	0.00	0.00
"27643"	0.00	0.00
"27660"	0.00	0.00
"276742"	0.00	0.00
"276770"	0.00	0.00
"27681"	0.00	0.00
"276829"	0.00	0.00
"276846"	0.00	0.00
"276852"	0.00	0.00
"276865"	0.00	0.00
"276891"	0.00	0.00
"276905"	0.00	0.00
"276919"	0.00	0.00
"276920"	0.00	0.00
"276950"	0.00	0.00
"276952"	0.00	0.00
"277010"	0.00	0.00
"277154"	0.00	0.00
"277203"	0.00	0.00
"277250"	0.00	0.00
"277328"	0.00	0.00
"277343"	0.00	0.00
"277345"	0.00	0.00
"277353"	0.00	0.00
"277360"	0.00	0.00
"277396"	0.00	0.00
"277414"	0.00	0.00
"277432"	0.00	0.00
"277463"	0.00	0.00
"277468"	0.00	0.00
"277496"	0.00	0.00
"27756"	0.00	0.00
"277562"	0.00	0.00
"27762"	0.00	0.00
"277666"	0.00	0.00
"277667"	0.00	0.00
"277668"	0.00	0.00
"277743"	0.00	0.00
"277744"	0.00	0.00
"277753"	0.00	0.00
"277773"	0.00	0.00
"27784"	0.00	0.00
"277854"	0.00	0.00
"277935"	0.00	0.00
"277939"	0.00	0.00
"277973"	0.00	0.00
"277978"	0.00	0.00
"27801"	0.00	0.00
"278097"	0.00	0.00
"278167"	0.00	0.00
"278174"	0.00	0.00
"278180"	0.00	0.00
"278203"	0.00	0.00
"278240"	0.00	0.00
"278279"	0.00	0.00
"278304"	0.00	0.00
"278507"	0.00	0.00
"278672"	0.00	0.00
"278676"	0.00	0.00
"278679"	0.00	0.00
"27878"	0.00	0.00
"278795"	0.00	0.00
"27883"	0.00	0.00
"27886"	0.00	0.00
"279028"	0.00	0.00
"279029"	0.00	0.00
"279185"	0.00	0.00
"279499"	0.00	0.00
"279561"	0.00	0.00
"279572"	0.00	0.00
"27965"	0.00	0.00
"279653"	0.00	0.00
"27966"	0.00	0.00
"27967"	0.00	0.00
"279706"	0.00	0.00
"27973"	0.00	0.00
"279766"	0.00	0.00
"27979"	0.00	0.00
"27981"	0.00	0.00
"27984"	0.00	0.00
"27993"	0.00	0.00
"27998"	0.00	0.00
"27999"	0.00	0.00
"28000"	0.00	0.00
"28006"	0.00	0.00
"28010"	0.00	0.00
"28015"	0.00	0.00
"28018"	0.00	0.00
"28019"	0.00	0.00
"28028"	0.00	0.00
"280287"	0.00	0.00
"28030"	0.00	0.00
"28035"	0.00	0.00
"28036"	0.00	0.00
"28040"	0.00	0.00
"280408"	0.00	0.00
"280411"	0.00	0.00
"28042"	0.00	0.00
"280621"	0.00	0.00
"280635"	0.00	0.00
"28064"	0.00	0.00
"280645"	0.00	0.00
"280662"	0.00	0.00
"280667"	0.00	0.00
"280668"	0.00	0.00
"28071"	0.00	0.00
"28075"	0.00	0.00
"28077"	0.00	0.00
"28078"	0.00	0.00
"28080"	0.00	0.00
"28081"	12.00	0.00
"28084"	0.00	0.00
"28088"	0.00	0.00
"28105"	0.00	0.00
"28106"	0.00	0.00
"28109"	0.00	0.00
"28113"	0.00	0.00
"28114"	0.00	0.00
"28126"	0.00	0.00
"28135"	0.00	0.00
"28146"	0.00	0.00
"28169"	0.00	0.00
"28185"	0.00	0.00
"28193"	0.00	0.00
"28194"	0.00	0.00
"28199"	0.00	0.00
"28200"	0.00	0.00
"28240"	0.00	0.00
"28248"	0.00	0.00
"28250"	0.00	0.00
"28253"	0.00	0.00
"28254"	0.00	0.00
"282619"	0.00	0.00
"282663"	0.00	0.00
"28295"	0.00	0.00
"286940"	0.00	0.00
"286942"	0.00	0.00
"29805"	0.00	0.00
"29806"	0.00	0.00
"29807"	0.00	0.00
"29808"	0.00	0.00
"29809"	0.00	0.00
"29810"	0.00	0.00
"29811"	0.00	0.00
"29812"	0.00	0.00
"29813"	0.00	0.00
"29815"	0.00	0.00
"29816"	0.00	5.00
"29817"	0.00	0.00
"29818"	914.00	1.00
"29819"	0.00	0.00
"29820"	0.00	0.00
"29845"	0.00	0.00
"29846"	0.00	0.00
"29849"	0.00	0.00
"29856"	0.00	0.00
"29857"	0.00	0.00
"29858"	0.00	0.00
"29859"	0.00	0.00
"29861"	0.00	0.00
"29862"	0.00	0.00
"29863"	0.00	0.00
"29864"	0.00	0.00
"29865"	0.00	0.00
"29866"	0.00	0.00
"29867"	0.00	0.00
"29869"	0.00	0.00
"29870"	0.00	0.00
"29871"	0.00	0.00
"29873"	0.00	0.00
"29875"	0.00	0.00
"29876"	0.00	0.00
"29877"	0.00	0.00
"30044"	0.00	0.00
"30045"	0.00	0.00
"30046"	0.00	0.00
"30049"	0.00	0.00
"30050"	0.00	0.00
"30051"	0.00	0.00
"30052"	0.00	0.00
"30053"	0.00	0.00
"30054"	0.00	0.00
"30055"	0.00	0.00
"30056"	0.00	0.00
"30057"	0.00	0.00
"30058"	0.00	0.00
"30059"	0.00	0.00
"30060"	0.00	0.00
"30785"	0.00	0.00
"30791"	0.00	0.00
"30794"	0.00	0.00
"30795"	0.00	0.00
"30800"	0.00	0.00
"30805"	0.00	0.00
"30806"	0.00	0.00
"30838"	0.00	0.00
"30839"	0.00	0.00
"30840"	0.00	0.00
"30841"	0.00	0.00
"30843"	0.00	0.00
"30853"	0.00	0.00
"30877"	0.00	0.00
"30878"	0.00	0.00
"30923"	0.00	0.00
"30924"	0.00	0.00
"30925"	0.00	0.00
"30926"	0.00	0.00
"30927"	0.00	0.00
"30928"	0.00	0.00
"30930"	0.00	0.00
"30931"	0.00	0.00
"30932"	0.00	0.00
"30933"	0.00	0.00
"30934"	0.00	0.00
"30935"	0.00	0.00
"30936"	0.00	0.00
"30937"	0.00	0.00
"30938"	0.00	0.00
"30939"	0.00	0.00
"30940"	0.00	0.00
"30941"	2.00	0.00
"30942"	0.00	0.00
"30943"	0.00	0.00
"30944"	0.00	0.00
"30945"	0.00	0.00
"30946"	0.00	0.00
"30947"	0.00	0.00
"30948"	0.00	0.00
"30949"	0.00	0.00
"30951"	0.00	0.00
"30952"	0.00	0.00
"30953"	0.00	0.00
"30954"	0.00	0.00
"30955"	0.00	0.00
"30956"	0.00	0.00
"30957"	0.00	0.00
"30959"	0.00	0.00
"30960"	0.00	0.00
"30962"	0.00	0.00
"30963"	0.00	0.00
"317652"	0.00	0.00
"317653"	0.00	0.00
"317677"	0.00	0.00
"317717"	0.00	0.00
"317750"	0.00	0.00
"317755"	0.00	0.00
"317757"	0.00	0.00
